id,oldId,title,prompt,text,isHidden,isPg,isFeatured,temperature,topP,createdAt,updatedAt
68,,Amelia Earhart's Crash Landing,amelia earharts crash landing,"Amelia Earhart, the famous [occupation], set out on a daring adventure to [place]. Unfortunately, her [vehicle] experienced engine trouble, leading to a terrifying crash landing in the [adjective] [location]. Despite the harrowing experience, Amelia's [body_part] was miraculously unharmed, and she went on to inspire countless others with her bravery and determination.",false,true,false,0.70,1.00,2025-01-25 23:28:07.539148+00,2025-01-25 23:28:07.539148+00
69,,Lost in the Desert,Lost in the desert,"I was [verb_ing] through the hot, [adjective] desert when I realized I was completely [verb_ing]. I had no [noun] and my [body_part] was covered in [plural_noun]. I [adverb] stumbled over the sand dunes, searching for any sign of [noun]. Suddenly, I spotted a [adjective] oasis in the distance and I ran towards it, hoping to find [noun].",false,true,false,0.70,1.00,2025-01-25 23:30:30.775058+00,2025-01-25 23:30:30.775058+00
70,,Lost in the Desert,Lost in the desert,"Once upon a time, I was [verb_ing] through the desert when I stumbled upon a [adjective] [noun]. It was so [adjective] that I couldn't help but [verb] closer to get a better look. Suddenly, I heard a [animal] [verb_ing] in the distance, and I knew I had to [verb] quickly to find my way out of the desert.",false,true,false,0.70,1.00,2025-01-25 23:30:35.157935+00,2025-01-25 23:30:35.157935+00
71,,Lost in a Dream,Lost in a dream,"I was [verb_ing] through a [adjective] forest when I stumbled upon a [noun]. It was shaped like a [animal] and had [color] fur. Suddenly, I heard a [sound] coming from behind a [noun]. I turned around and saw a [adjective] [noun] running towards me. I quickly [verb] away and found myself in a [adjective] meadow filled with [plural_noun]. As I looked around, I realized I was lost in a dream.",false,true,false,0.70,1.00,2025-01-25 23:30:40.394817+00,2025-01-25 23:30:40.394817+00
72,,King Gizzard Mad Lib,lyrics to a king gizzard song,I was [verb_ing] down the street when I saw a [adjective] [noun] [verb_ing] on the sidewalk. I couldn't believe my [noun]! I [adverb] [verb] over to get a closer look and realized it was actually a [adjective] [noun] playing a [instrument]. It was the most [adjective] thing I've ever seen!,false,true,false,0.70,1.00,2025-01-25 23:31:03.408744+00,2025-01-25 23:31:03.408744+00
73,,Space Tiger Adventure,"The coolest animal, a space tiger","One day, while exploring the [adjective] galaxy, I stumbled upon a [noun] floating through space. As I approached it, I realized it was a space tiger! It had [number] [plural_noun] and [color] fur. I couldn't believe my luck - I had always dreamed of meeting such a magnificent creature. I reached out my hand and the space tiger nuzzled it with its [body_part]. It was a truly unforgettable moment in my intergalactic adventures.",false,true,false,0.70,1.00,2025-01-25 23:32:33.132914+00,2025-01-25 23:32:33.132914+00
74,,Martin Luther King Jr's lesser known speech,Martin Luther King Jr's lesser known speech,"I have a [adjective] dream that one day this nation will rise up and live out the true meaning of its creed: 'We hold these truths to be self-evident, that all men are created [adjective]. I have a dream that one day on the red hills of [place], the sons of former slaves and the sons of former slave owners will be able to sit down together at the table of brotherhood. I have a dream that my four little children will one day live in a nation where they will not be judged by the [plural_noun] of their skin but by the content of their character.",false,true,false,0.70,1.00,2025-01-25 23:34:11.121313+00,2025-01-25 23:34:11.121313+00
75,,Workplace Discrimination,workshopping some new racial slurs,"Today, we were [verb] at the office when a [adjective] coworker came up to us and started calling us [adjective] names. It was so [adjective] and [adjective] that we had to report it to HR. We definitely don't tolerate that kind of [noun] in the workplace.",false,false,false,0.70,1.00,2025-01-25 23:36:14.093843+00,2025-01-25 23:36:14.093843+00
76,,Sonic Adventure,"Sonic ","Sonic the [adjective] hedgehog is on a mission to stop Dr. Robotnik from taking over the world. With his [adjective] speed and [adjective] blue fur, Sonic races through [place] to collect golden rings and defeat enemies. Along the way, he encounters his friends Tails and Knuckles, who help him in his quest to save the world from destruction.",false,true,false,0.70,1.00,2025-01-25 23:39:42.906336+00,2025-01-25 23:39:42.906336+00
77,,Restaurant Date,"Restaurant date ","Last [adjective] night, I went on a date to a [adjective] restaurant with my [noun]. We ordered the [adjective] dish on the menu, and it was so [adjective]! As we were [verb] our meal, we couldn't help but notice the [adjective] ambiance of the restaurant. It was the perfect setting for a romantic evening.",false,true,false,0.70,1.00,2025-01-26 00:04:25.121945+00,2025-01-26 00:04:25.121945+00
78,,Kassidy B Day,Kassidy B Day,Today is [adjective] Kassidy's birthday! We are going to have a [adjective] party with lots of [plural_noun]. Kassidy is turning [number] years old and we are going to [verb] all day long. I hope Kassidy has a [adjective] day filled with lots of [plural_noun] and [adjective] memories.,false,true,false,0.70,1.00,2025-01-26 00:09:55.283063+00,2025-01-26 00:09:55.283063+00
79,,Death by Hula Hoop,Death by Hula Hoop,"Yesterday, I went to the park to [verb_present_tense] with my friends. Suddenly, a rogue hula hoop came flying out of nowhere and hit me in the [body_part]. It was so unexpected that I let out a [adjective] scream. My friends couldn't stop [verb_ending_in_ing] at the sight of me trying to dodge the hula hoop. It was definitely a memorable day at the park.",false,true,false,0.70,1.00,2025-01-26 00:42:44.122098+00,2025-01-26 00:42:44.122098+00
80,,Peppa Pig is Stupid,Peppa Pig is Stupid,"Once upon a time, [adjective] Peppa Pig decided to go on a(n) [adjective] adventure with her [noun]. As she skipped through the [place], she tripped over a [noun] and fell into a pile of [plural noun]. She realized that she was lost and started to [verb] in panic. Suddenly, her [family member] appeared and rescued her, but Peppa Pig still felt [adjective] for getting herself into such a silly situation.",false,true,false,0.70,1.00,2025-01-26 00:43:46.025097+00,2025-01-26 00:43:46.025097+00
81,,Jackbox Mad Lib,Jackbox,"Welcome to [an_adjective] game of Jackbox! Get ready to laugh and have fun with your friends as you compete in a series of wacky challenges. From [a_noun] drawing contests to hilarious [adjective] trivia questions, you'll be on the edge of your seat the whole time. So grab your [plural_noun] and get ready to [verb] your way to victory!",false,true,false,0.70,1.00,2025-01-26 00:45:04.231798+00,2025-01-26 00:45:04.231798+00
82,,Blame Your Arse,Blame your arse,"When I woke up this morning, I realized my [adjective] cat had [past_tense_verb] all over the [noun]. It was such a [adjective] mess that I had to [verb] for hours to clean it up. I'm pretty sure my cat did it on purpose just to [verb] me off.",false,true,false,0.70,1.00,2025-01-26 00:46:31.542086+00,2025-01-26 00:46:31.542086+00
83,,Plants vs. Zombies,Plants vs. Zombies,"In the game of Plants vs. Zombies, the player must strategically place different types of [plants] to defend their house from the invading hoards of [zombies]. The [plants] have different abilities, such as shooting peas or launching cherry bombs, to defeat the [zombies]. As the levels progress, the [zombies] become more difficult to defeat, requiring the player to use more advanced [plants] to protect their home.",false,true,false,0.70,1.00,2025-01-26 00:47:12.715348+00,2025-01-26 00:47:12.715348+00
84,,Knockback,Knockback,"As I was walking down the street, I suddenly felt a sharp pain in my [body_part]. I let out a loud [adjective] scream and stumbled backwards, knocking over a [noun]. The [noun] rolled down the street, narrowly missing a [animal] that was crossing. It was quite the chaotic scene!",false,true,false,0.70,1.00,2025-01-26 00:48:43.335516+00,2025-01-26 00:48:43.335516+00
85,,The Pub Again Woohoo!!!!!!!!!!!!!!!,THE PUB AGAIN WOOHOO!!!!!!!!!!!!!!!,"Today, [adjective] Dave and I went to the pub for some [adjective] drinks. We ordered a plate of [noun] and [verb] while we waited for our drinks. The atmosphere was [adjective] and we had a great time catching up. After a few hours, we decided to call it a night and headed home.",false,true,false,0.70,1.00,2025-01-26 00:49:19.827108+00,2025-01-26 00:49:19.827108+00
86,,Rap Battle,rap,"I saw [an_adjective] rapper on the street, spitting [an_adjective] rhymes and wearing a [color] hat. I challenged him to a rap battle, and he accepted. We went back and forth, trading [plural_noun] and dissing each other's [body_part]. In the end, the crowd declared me the winner, and the other rapper walked away with his [article_of_clothing] in hand.",false,true,false,0.70,1.00,2025-01-26 00:49:34.355977+00,2025-01-26 00:49:34.355977+00
87,,Lost in a Time Loop,Lost in a time loop,"I woke up feeling [adjective] and realized I was in a [place]. I tried to [verb] but everything seemed to be repeating. I felt like I was stuck in a [adjective] loop, unable to escape. After what felt like [number] days, I finally found a way to [verb] my way out of the time loop.",false,true,false,0.70,1.00,2025-01-26 00:50:41.208241+00,2025-01-26 00:50:41.208241+00
88,,Family Reunion,Family reunion,"The [adjective] family reunion took place at a beautiful [noun]. It was great to see all of my [plural_noun] again, especially my [family_relationship] who I haven't seen in years. We spent the day [verb_ing] and catching up on all the [plural_noun] we missed. It was a day filled with [adjective] memories and lots of [noun].",false,true,false,0.70,1.00,2025-01-26 01:38:01.22888+00,2025-01-26 01:38:01.22888+00
89,,Lost in a Dream World,Lost in a dream world,"I was [verb] through a [adjective] forest when I stumbled upon a [noun]. It was a magical place filled with [plural_noun] and [adjective] creatures. As I explored further, I came across a [noun] that led me to a [adjective] castle. Inside, I met a [adjective] wizard who offered to help me find my way back home.",false,true,false,0.70,1.00,2025-01-26 02:38:54.48509+00,2025-01-26 02:38:54.48509+00
90,,Skinidi,Skinidi,I went to the beach with my [adjective] friend. We built a huge sandcastle and decorated it with [plural_noun]. Then we played [a_verb] in the ocean and collected [plural_noun] along the shore. It was the most [adjective] day ever!,false,true,false,0.70,1.00,2025-01-26 02:51:35.052807+00,2025-01-26 02:51:35.052807+00
91,,Marvel Rivals,Marvel Rivals,"In the world of Marvel, there are many [adjective] heroes and villains. One of the biggest rivalries is between [plural_noun] and [plural_noun]. Their battles are always [adverb] intense and often result in [noun]. The rivalry between these two characters adds an exciting dynamic to the Marvel universe.",false,true,false,0.70,1.00,2025-01-26 03:13:15.628428+00,2025-01-26 03:13:15.628428+00
92,,A Mysterious Letter,A mysterious letter arrives.,"One day, [adjective] [noun] received a mysterious letter in the mail. As they opened the [noun], a [adjective] [noun] fell out. The letter was [adverb] written and [adjective], and it contained a [noun] that led to a hidden [noun]. Excited and [adjective], [name] set out on a [adjective] adventure to uncover the [noun].",false,true,false,0.70,1.00,2025-01-26 03:22:13.842649+00,2025-01-26 03:22:13.842649+00
